name,author_title,review_text,review_rating
Aramex,Adil Rahman,I DO NOT RECOMMEND anyone. operations of delivery is very bad. Delivery guy and aramex representative are dont know about customer service.,1.0
Aramex,adnan's world,"It's a very bad experience in here, the Employee working here she doesn’t have any mantality to help. As a customers we have the right to know our shipment details, location. She didn't provide.",1.0
Aramex,Afra Alneyadi,The worst company,1.0
Zajil Express,AH G,More than once at 8:20 closed in the evening,1.0
FedEx Service Center- Al Quoz,Ahmad Al Khalsan,MypackGwd arrived and thier location is 5km away but they said delivery is on next day!,1.0
Zajil Express,Ahmad Algarni,"The employee shouted in his head saying, “This is charging and this is not charging,” and when I went to the second branch at Direct, they charged in seconds!!",1.0
Zajil Express,Ahmad Alkwakneh,"It is very bad that there is a long delay, more than a week, until the need is delivered",1.0
DHL Service Point (DHL DEIRA),ahmad alnseri,good,1.0
Zajil Express,Ahmed Alzahrani,Their prices have increased and the service has been fine,1.0
Zajil Express,Ahmed Bakoo,"It is a very, very bad place. I came across it and saw it closed for 25 hours. Zajil Company thinks that it is a large and prestigious company. The opposite is true. If it cannot open this reception office for one hour, then what should we expect from a company this bad? (I have a shipment that has been in this bad place for a week and I cannot receive it because there is no one to open this office or deliver the shipments to their owners who pay money to receive them.",1.0
Century Express Courier Service,Ahmed ElBagoury,"Critical: Professionalism , Quality , Responsiveness , Value TOTALLY NOT RECOMMENDED!!!! Extreme delay in their responses and have to send many follow up emails, for 3 times I couldn't send a package because of their delay and bad customer service.",1.0
Aramex,Ahmed Hammad,"Worst ever service, unfortunately forced to use via Amazon, No available information from your call Center, Your drivers kept postponing my pickup order for four days, and when I ask about the reason, I get told by your customer service I DON’T KNOW. I asked to speak to a manager, she said I can’t transfer, someone will call you back!! Never received a call.",1.0
Zajil Express,Ahmed Hussain,Never open on-time. Crowded.,1.0
Aramex,Ahmed Lotfy,"Worst courier in UAE, Dubai I am tracing my shipment from the bank for more than 1 week They come in different timing and they give you a missed call before coming if you don't answer there is no way to contact the representative again and if you get connected to the representative they say to you we can't deliver today They never come to the location of delivery I hope banks don't use this courier anymore",1.0
Aramex,Ahmed mostafa yassin Yassin,It's not good they put the order in aramex branch and they don't deliver the item After that they want customer collect the order from branch I am too much upset because this is gift for my wife,1.0
Zajil Express,Ahmed Siari,"I went at 10 am and it was closed for no apparent reason. I had to go to a branch in Dammam, about 20 kilometers from Dhahran. Note that I am from Dhahran",1.0
FedEx Service Center- Al Quoz,Ahmed Sultan,They’ve lost my package.,1.0
Century Express Courier Service,Aian Tia-an,The delivery guy is already near my place but he told me he couldn't come and deliver the parcel because its traffic..he is just 5-10 minutes away from my place but insisted couldn't deliver it🙄🙄🙄,1.0
Aramex,Al Katib Government Services,"What you think we are your salves ?????? We don’t have any work and any other things to do????? The whole day i wait for delivery , once delivery guy contact me i give m exact location and after i rcv notification i was not available ?????",1.0
Aramex,Al-Sadeq,Worst Company Ever,1.0
Aramex,ALAN C JACOB,"The worst delivery service I have ever seen. They will not call us for the delivery, If we call in the available number they will not address properly. They will simply deliver the items at their own time after 10 or 15 days…… I have faced same issue for the last 3 times ….",1.0
Aramex,aleem ubaid,Indiscipline entire system,1.0
Aramex,Alex B,"Not recommended at all the worst courier service ever, disorganized, zero coordination and always disappointed clients. They should work hard day and night to improve their service.",1.0
Century Express Courier Service,Alfina Salim,"Critical: Professionalism , Quality , Responsiveness , Value Very poor customer Service. They behave irresponsible for the committed Delivery. And failed to inform customer if any issues happen with the delivery. They are very unprofessional & rude to customers. Not recommended at all 👎👎👎",1.0
Aramex,Ali,Very Bad service. trying calling from last 2 days to tracking shipment but no 1 answering and no response. very unprofessional company. Its just name not more.,1.0
Zajil Express,Ali Alotaibi,,1.0
Century Express Courier Service,ali arsal,"Critical: Professionalism , Quality , Responsiveness Very bad service , not responsible at all. Even they don’t response if there is any issues on delivery. Will not deliver on time , very delayed delivery and not commitment and responsibility on what they are doing",1.0
Century Express Courier Service,Ali Hassan,Very bad service yesterday driver call me he that time I was in office I said can you wait till 5pm he said our duty finish at 5pm I understand I said ok he said to me I will come tomorrow by 12pm today he calling me by 10:30am I was out that time and I was expecting by 12 or 12:30pm I said to him can you please wait for me 15 minutes I’m coming back he said I can’t then he start talking with me disgusting he said to me do whatever you want to blah blah,1.0
Century Express Courier Service,Ali Hassan,Very bad service yesterday driver call me he that time I was in office I said can you wait till 5pm he said our duty finish at 5pm I understand I said ok he said to me I will come tomorrow by 12pm today he calling me by 10:30am I was out that time and I was expecting by 12 or 12:30pm I said to him can you please wait for me 15 minutes I’m coming back he said I can’t then he start talking with me disgusting he said to me do whatever you want to blah blah,1.0
Century Express Courier Service,Ali Jawed,"Bad service. Booked, kept following up, in the end, they said pick up could not happen due to 'road closure'. Lies, I checked no roads were closed around a 5 star hotel. Not recommended.",1.0
Century Express Courier Service,Aly (ABJ),"I contacted them via WhatsApp, they quoted me AED 25 to deliver documents to Ajman. The next day, they showed up infront of my door without uniform, without receipts and no shipping bags. He told me trust me I will deliver your shipment!! Then they quoted me AED 50! Seems like someone wanted to avoid the process for pocket cash! Simply can not be trusted",1.0
Aramex,Alyona Berehyna,"Disgusting service.no pick up phone calls,no custom service!!",1.0
Zajil Express,arwa zabran,"Glory be to God, every time they prove to me that they are the worst shipping company. The driver shouts, saying, “Get down, take it. I won’t give it to you.” One style is not polite. I filed a complaint against him and so far no one has called I asked for a reconnection and see what happens This company is strange, to be honest, because they work with people who do not have an account for their work",1.0
Zajil Express,AS7,,1.0
Max Express Courier Abu Dhabi,ashar creative,"No co ordination with them that's  why my shipment was very delayed, for single parcel I have to communicate many drivers",1.0
Century Express Courier Service,Ashwin George,Terrible customer service. This company would do a lot better if their employees actually had a basic understanding of English. And don't even get me started on the delivery guy's rude behavior. I recommend you use skycom instead.,1.0
Zajil Express,Asif Arif,Critical: Responsiveness,1.0
Max Express Courier Abu Dhabi,Asim Nadeem,Safe courier service,1.0
Zajil Express,Aw,"Recklessness! They write that the working time is 4 o'clock, and every time I find that it is closed and does not open until 6 o'clock, I ask for credibility with the opening and closing times of the branch so that people do not worry about dishonest people!!!!!",1.0
Aramex,Awais Arshad,Closing time is 11 pm they closed at 10 pm …it waste my time,1.0
Century Express Courier Service,Ayman Kadan,"Very bad service, call centre not answering after promising to pickup the urgent package. couriers man came a day late and laughed insultingly at our face. We had use another Courier to insure our urgent document were sent in time. Use this courier at your own risk.",1.0
Aramex,Aymen Azzam,"Terrible service They lost the item, delivered an empty bag and are not even responding",1.0
Aramex,BaaZee Sujith,Too much time waiting for pick up the package. Worst service,1.0
DHL Service Point (DHL DEIRA),Basit Basathia,,1.0
Aramex,Belal Belal,"Extreme delay, recklessness and failure to respond to customers",1.0
Century Express Courier Service,Bella Pre-loved Boutique,"Just when I thought I booked with the right courier, I am now under stress. I booked online with the given pick up time and delivery time and date I made it 35min pick up time and 35min deli time As it is only Al Warqa-Karama and not rush hour. I chose the “same day delivery” which is today. Booking went through easily online. Courier called 25min min after the requested time to ask where pick up location is. I was surprised. 2.5hrs later, delivery still not received. Customer Service Hotline and whatsapp is extremely unreliable. After a couple of calls, courier finally answered and said he was only asked to pick up & he is a private courier that Century hires.....Shame... So he has no clue when my parcel will be delivered maybe morning maybe evening tomorrow. Thanks Century because that Parcel is URGENT. You should not accept same day if you cannot accommodate. Very poor. Never again!",1.0
